Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany
31,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1252,High,Female,Medium,Junior,Healthcare Representative,Low,6812,17198,19,Normal,Better,10
59,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1254,High,Female,Medium,Junior,Sales Executive,Very High,5171,16490,17,Normal,Better,6
43,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1255,High,Male,Low,Executive,Research Director,Very High,19740,18625,14,Normal,Better,8
49,No,Travel_Rarely,Research & Development,4,College,Medical,1256,Low,Male,Medium,Executive,Manager,High,18711,12124,13,Normal,Best,1
36,No,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,1257,High,Male,High,Entry,Research Scientist,Medium,3692,9256,12,Normal,Good,11
48,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1258,Very High,Male,Very High,Entry,Laboratory Technician,Medium,2559,16620,11,Normal,Good,1
27,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1259,Low,Male,High,Entry,Research Scientist,High,2517,3208,11,Normal,Better,5
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1260,High,Male,High,Junior,Healthcare Representative,Very High,6623,4204,11,Normal,Better,6
48,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1263,Very High,Male,Medium,Executive,Research Director,Very High,18265,8733,12,Normal,Best,1
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1264,Very High,Female,Medium,Senior,Research Director,Very High,16124,3423,14,Normal,Good,7
34,No,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,1265,High,Female,Very High,Entry,Research Scientist,High,2585,21643,17,Normal,Good,1
44,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1267,Medium,Male,High,Executive,Manager,Medium,18213,8751,11,Normal,Better,22
33,No,Travel_Rarely,Sales,10,Doctor,Marketing,1268,Very High,Male,Very High,Mid,Sales Executive,High,8380,21708,14,Normal,Better,9
19,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1269,Medium,Female,Very High,Entry,Research Scientist,Very High,2994,21221,12,Normal,Better,1
23,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1270,Very High,Male,High,Entry,Research Scientist,High,1223,16901,22,Excellent,Better,1
25,Yes,Travel_Frequently,Sales,24,Below College,Life Sciences,1273,High,Male,Low,Entry,Sales Representative,Very High,1118,8040,14,Normal,Better,1
26,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1275,High,Male,High,Entry,Research Scientist,Very High,2875,9973,20,Excellent,Good,8
45,Yes,Travel_Rarely,Sales,2,Bachelor,Marketing,1277,Low,Female,Low,Executive,Manager,Medium,18824,2493,16,Normal,Better,24
55,No,Non-Travel,Research & Development,8,Below College,Medical,1278,Very High,Male,Medium,Senior,Healthcare Representative,Medium,13577,25592,15,Normal,Better,33
21,Yes,Travel_Frequently,Research & Development,10,College,Life Sciences,1279,Low,Female,Medium,Entry,Laboratory Technician,High,2625,25308,20,Excellent,Bad,2
46,No,Travel_Rarely,Sales,4,College,Marketing,1280,Very High,Female,Medium,Executive,Manager,Medium,18789,9946,14,Normal,Better,11
34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1281,High,Female,High,Junior,Sales Executive,Low,4538,6039,12,Normal,Better,3
51,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1282,Very High,Male,High,Executive,Manager,Medium,19847,19196,24,Excellent,Good,29
59,No,Travel_Rarely,Research & Development,18,Master,Medical,1283,Very High,Male,High,Mid,Manufacturing Director,Very High,10512,20002,12,Normal,Good,9
34,No,Travel_Frequently,Research & Development,19,Bachelor,Medical,1285,High,Female,High,Junior,Laboratory Technician,Medium,4444,22534,13,Normal,Best,11
28,No,Travel_Frequently,Research & Development,1,Master,Medical,1286,Very High,Male,High,Entry,Laboratory Technician,High,2154,6842,11,Normal,Good,4
44,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1288,High,Male,Very High,Executive,Manager,Low,19190,17477,14,Normal,Good,25
34,No,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,1289,High,Male,Medium,Junior,Human Resources,Medium,4490,21833,11,Normal,Best,10
35,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1291,High,Male,High,Entry,Research Scientist,High,3506,6020,14,Normal,Better,3
42,No,Travel_Rarely,Research & Development,7,Master,Medical,1292,Medium,Female,Very High,Junior,Research Scientist,Medium,2372,5628,16,Normal,Better,1
43,No,Travel_Rarely,Sales,4,Master,Marketing,1293,Very High,Female,Medium,Mid,Sales Executive,Very High,10231,20364,14,Normal,Best,21
36,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1294,High,Female,High,Junior,Manufacturing Director,Medium,5410,2323,11,Normal,Better,16
44,Yes,Travel_Rarely,Research & Development,15,Bachelor,Medical,1295,Low,Female,High,Mid,Healthcare Representative,Very High,7978,14075,11,Normal,Better,10
28,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1296,Very High,Male,Medium,Entry,Laboratory Technician,Very High,3867,14222,12,Normal,Better,2
51,No,Travel_Frequently,Research & Development,6,College,Medical,1297,Medium,Female,Medium,Entry,Laboratory Technician,High,2838,4257,14,Normal,Good,7
30,No,Non-Travel,Research & Development,9,College,Medical,1298,High,Female,High,Junior,Manufacturing Director,High,4695,12858,18,Normal,Better,8
29,Yes,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1299,Medium,Female,High,Entry,Laboratory Technician,High,3339,17285,13,Normal,Better,7
28,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1301,Very High,Male,High,Entry,Research Scientist,Low,2080,4732,11,Normal,Good,3
25,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1303,Very High,Female,High,Entry,Research Scientist,Medium,2096,18830,18,Normal,Good,2
32,No,Travel_Rarely,Sales,8,Bachelor,Medical,1304,High,Male,Very High,Junior,Sales Executive,Very High,6209,11693,15,Normal,Best,10
45,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,1306,Medium,Female,High,Executive,Manager,Medium,18061,13035,22,Excellent,Better,0
39,No,Travel_Rarely,Research & Development,13,Master,Medical,1307,High,Female,Medium,Senior,Manager,Medium,17123,17334,13,Normal,Better,19
58,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1308,Low,Male,High,Entry,Research Scientist,High,2372,26076,12,Normal,Better,2
32,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,1309,Very High,Male,High,Junior,Laboratory Technician,High,4883,22845,18,Normal,Better,10
39,Yes,Travel_Rarely,Research & Development,23,Bachelor,Medical,1310,High,Male,High,Entry,Research Scientist,Low,3904,22154,13,Normal,Better,5
30,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1311,Low,Female,Medium,Junior,Laboratory Technician,Very High,4627,23631,12,Normal,Better,9
36,No,Travel_Rarely,Research & Development,10,Master,Technical Degree,1312,Very High,Female,High,Mid,Healthcare Representative,High,7094,5747,12,Normal,Better,7
46,No,Travel_Rarely,Human Resources,1,College,Life Sciences,1314,Very High,Female,High,Entry,Human Resources,Low,3423,22957,12,Normal,Best,7
28,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1315,High,Female,Low,Junior,Laboratory Technician,Very High,6674,16392,11,Normal,Better,9
50,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1317,Very High,Female,High,Senior,Research Director,Low,16880,22422,11,Normal,Better,3
40,Yes,Travel_Rarely,Sales,25,Master,Marketing,1318,Very High,Male,Medium,Mid,Sales Executive,Medium,9094,17235,12,Normal,Better,5
52,Yes,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1319,Medium,Male,High,Mid,Sales Executive,Medium,8446,21534,19,Normal,Good,8
30,No,Travel_Rarely,Research & Development,17,Master,Medical,1321,Medium,Female,High,Mid,Manager,Low,11916,25927,23,Excellent,Better,9
39,No,Travel_Rarely,Research & Development,18,College,Life Sciences,1322,Low,Male,High,Junior,Manufacturing Director,High,4534,13352,11,Normal,Better,8
31,No,Non-Travel,Sales,2,Master,Life Sciences,1324,Very High,Female,High,Mid,Sales Executive,High,9852,8935,19,Normal,Good,10
41,No,Non-Travel,Sales,10,College,Medical,1329,High,Male,Low,Junior,Sales Executive,Medium,6151,22074,13,Normal,Better,19
31,Yes,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1331,Very High,Female,High,Entry,Sales Representative,Medium,2302,8319,11,Normal,Best,3
44,Yes,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1333,Low,Male,High,Entry,Laboratory Technician,Low,2362,14669,12,Normal,Best,3
42,No,Non-Travel,Research & Development,2,Below College,Life Sciences,1334,High,Male,High,Senior,Manager,High,17861,26582,13,Normal,Good,20
55,No,Travel_Rarely,Research & Development,2,College,Medical,1336,Very High,Female,Low,Executive,Manager,High,19187,6992,14,Normal,Better,19
56,No,Travel_Rarely,Human Resources,8,Master,Life Sciences,1338,Very High,Male,High,Executive,Manager,Medium,19717,4022,14,Normal,Better,7
40,No,Non-Travel,Research & Development,16,College,Life Sciences,1340,High,Male,High,Entry,Research Scientist,High,3544,8532,16,Normal,Better,4
34,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1344,Very High,Male,High,Mid,Healthcare Representative,Very High,8500,5494,11,Normal,Good,9
40,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1346,High,Male,High,Junior,Research Scientist,Very High,4661,22455,13,Normal,Better,9
41,No,Travel_Frequently,Sales,1,Bachelor,Marketing,1349,High,Female,High,Junior,Sales Executive,Low,4103,4297,17,Normal,Better,9
35,No,Travel_Frequently,Research & Development,4,Master,Life Sciences,1350,High,Male,High,Junior,Research Scientist,High,4249,2690,11,Normal,Better,9
51,No,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,1352,High,Male,High,Senior,Manager,Medium,14026,17588,11,Normal,Better,33
38,No,Travel_Rarely,Sales,2,College,Life Sciences,1355,Medium,Female,High,Junior,Sales Executive,Low,6893,19461,15,Normal,Better,7
34,No,Travel_Rarely,Sales,15,College,Medical,1356,High,Female,High,Junior,Sales Executive,Low,6125,23553,12,Normal,Best,10
25,No,Travel_Rarely,Research & Development,19,Below College,Medical,1358,Very High,Male,High,Entry,Laboratory Technician,Very High,3669,9075,11,Normal,Good,3
58,Yes,Travel_Rarely,Research & Development,7,Master,Medical,1360,High,Female,Medium,Mid,Manufacturing Director,Low,10008,12023,14,Normal,Good,10
40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1361,Medium,Male,High,Entry,Laboratory Technician,Medium,2387,6762,22,Excellent,Better,4
36,No,Travel_Frequently,Sales,7,Bachelor,Marketing,1362,Low,Female,Very High,Junior,Sales Executive,Low,4639,2261,16,Normal,Good,15
48,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1363,Very High,Male,High,Mid,Manufacturing Director,Very High,7898,18706,11,Normal,Better,10
27,No,Travel_Rarely,Sales,11,Bachelor,Medical,1364,High,Female,Very High,Entry,Sales Representative,Very High,2534,6527,14,Normal,Better,1
51,No,Travel_Rarely,Research & Development,11,College,Technical Degree,1367,Very High,Female,Medium,Senior,Manufacturing Director,Medium,13142,24439,16,Normal,Good,5
18,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1368,Very High,Female,High,Entry,Laboratory Technician,Very High,1611,19305,15,Normal,Best,0
35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1369,Very High,Female,Medium,Junior,Laboratory Technician,Very High,5363,10846,12,Normal,Better,9
27,No,Travel_Frequently,Sales,2,Below College,Life Sciences,1371,Very High,Male,Low,Junior,Sales Executive,Very High,5071,20392,20,Excellent,Better,6
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1372,Low,Male,Very High,Senior,Sales Executive,High,13695,9277,17,Normal,Good,19
56,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1373,Very High,Male,High,Senior,Manufacturing Director,Medium,13402,18235,12,Normal,Better,19
34,No,Non-Travel,Research & Development,26,Below College,Technical Degree,1374,Low,Female,Medium,Entry,Research Scientist,High,2029,15891,20,Excellent,Better,5
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,1375,Medium,Female,Very High,Junior,Healthcare Representative,High,6377,13888,20,Excellent,Better,12
34,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1377,Medium,Male,High,Junior,Laboratory Technician,High,5429,17491,13,Normal,Better,8
31,Yes,Travel_Frequently,Sales,2,Bachelor,Life Sciences,1379,High,Female,Medium,Entry,Sales Representative,Very High,2785,11882,14,Normal,Best,1
35,Yes,Travel_Frequently,Sales,18,Master,Marketing,1380,Very High,Female,High,Junior,Sales Executive,High,4614,23288,18,Normal,Good,4
38,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1382,Very High,Male,Very High,Entry,Research Scientist,High,2610,15748,11,Normal,Better,4
34,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1383,High,Female,High,Junior,Healthcare Representative,Very High,6687,6163,11,Normal,Best,14
28,No,Travel_Rarely,Sales,26,Bachelor,Life Sciences,1387,High,Male,Medium,Junior,Sales Executive,Low,4724,24232,11,Normal,Better,5
31,Yes,Travel_Rarely,Research & Development,22,Master,Medical,1389,Very High,Male,High,Junior,Manufacturing Director,High,6179,21057,15,Normal,Good,10
39,No,Travel_Rarely,Sales,21,Master,Life Sciences,1390,Low,Male,Medium,Junior,Sales Executive,Very High,6120,3567,12,Normal,Best,5
51,No,Travel_Frequently,Sales,2,Bachelor,Marketing,1391,Medium,Male,High,Mid,Sales Executive,Medium,10596,15395,11,Normal,Better,4
41,No,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,1392,Very High,Female,High,Junior,Research Scientist,Very High,5467,13953,14,Normal,Good,6
37,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,1394,High,Male,High,Entry,Research Scientist,High,2996,5182,15,Normal,Better,6
33,No,Travel_Frequently,Sales,5,Below College,Life Sciences,1395,Medium,Male,High,Junior,Sales Executive,Very High,9998,19293,13,Normal,Best,5
32,No,Travel_Rarely,Sales,2,Below College,Marketing,1396,High,Male,High,Junior,Sales Executive,Medium,4078,20497,13,Normal,Good,3
39,No,Non-Travel,Research & Development,25,College,Life Sciences,1397,High,Male,High,Mid,Healthcare Representative,High,10920,3449,21,Excellent,Better,6
25,No,Travel_Rarely,Sales,18,Below College,Life Sciences,1399,Low,Male,Very High,Junior,Sales Executive,High,6232,12477,11,Normal,Good,3
52,No,Travel_Frequently,Research & Development,28,College,Medical,1401,Very High,Female,Very High,Senior,Manufacturing Director,High,13247,9731,11,Normal,Good,5
43,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1402,Low,Female,Medium,Junior,Research Scientist,High,4081,20003,14,Normal,Bad,20
27,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1403,Very High,Female,Medium,Junior,Sales Executive,Very High,5769,7100,11,Normal,Better,6
27,Yes,Travel_Rarely,Research & Development,17,Master,Life Sciences,1405,Very High,Female,High,Entry,Research Scientist,High,2394,25681,13,Normal,Better,8
26,No,Travel_Rarely,Research & Development,2,Below College,Medical,1407,Low,Male,Medium,Entry,Research Scientist,Very High,3904,4050,12,Normal,Better,4
42,No,Travel_Rarely,Human Resources,10,Bachelor,Human Resources,1408,High,Female,High,Senior,Manager,Low,16799,16616,14,Normal,Better,20
52,No,Travel_Rarely,Research & Development,8,Master,Other,1409,High,Female,High,Entry,Laboratory Technician,Low,2950,17363,13,Normal,Bad,5
37,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,1411,Low,Female,High,Entry,Laboratory Technician,High,3629,19106,18,Normal,Better,3
35,No,Travel_Frequently,Research & Development,18,College,Life Sciences,1412,High,Male,High,Mid,Manufacturing Director,Very High,9362,19944,11,Normal,Better,2
25,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1415,Low,Male,High,Entry,Laboratory Technician,Very High,3229,4910,11,Normal,Good,3
26,No,Travel_Rarely,Research & Development,7,Bachelor,Other,1417,High,Male,Very High,Entry,Laboratory Technician,Low,3578,23577,12,Normal,Better,7
29,No,Travel_Rarely,Human Resources,17,Bachelor,Other,1419,Medium,Male,Medium,Mid,Human Resources,Low,7988,9769,13,Normal,Good,10
49,Yes,Travel_Frequently,Research & Development,28,College,Life Sciences,1420,Low,Male,Medium,Junior,Laboratory Technician,Low,4284,22710,20,Excellent,Better,4
29,Yes,Travel_Frequently,Research & Development,14,Below College,Other,1421,High,Female,High,Mid,Healthcare Representative,Very High,7553,22930,12,Normal,Better,8
54,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1422,Very High,Female,High,Senior,Research Director,Very High,17328,5652,19,Normal,Good,20
58,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1423,Very High,Female,High,Executive,Research Director,Low,19701,22456,21,Excellent,Better,9
55,No,Travel_Rarely,Research & Development,1,Master,Medical,1424,Medium,Male,Very High,Senior,Research Director,Very High,14732,12414,13,Normal,Best,7
36,No,Travel_Rarely,Sales,3,Master,Marketing,1425,Low,Female,High,Junior,Sales Executive,Medium,9278,20763,16,Normal,Better,5
31,Yes,Travel_Frequently,Sales,1,Master,Life Sciences,1427,Medium,Female,Low,Entry,Sales Representative,High,1359,16154,12,Normal,Better,1
